14,"[7680,4320]","[32,16]",10000,305.557760
14,"[7680,4320]","[32,16]",20000,518.980800
14,"[7680,4320]","[32,16]",30000,758.410368
14,"[7680,4320]","[32,16]",40000,1037.205504
14,"[7680,4320]","[32,16]",50000,1280.461152
14,"[7680,4320]","[32,16]",60000,1501.302400
14,"[7680,4320]","[32,16]",70000,1763.743008
14,"[7680,4320]","[32,16]",80000,1997.478176
14,"[7680,4320]","[32,16]",90000,2257.763744
14,"[7680,4320]","[32,16]",100000,2514.741216
14,"[7680,4320]","[32,16]",110000,2738.284928
14,"[7680,4320]","[32,16]",120000,2970.956032
14,"[7680,4320]","[32,16]",130000,3259.510784
14,"[7680,4320]","[32,16]",140000,3482.085664
14,"[7680,4320]","[32,16]",150000,3732.773280
14,"[7680,4320]","[32,16]",160000,3996.189120
14,"[7680,4320]","[32,16]",170000,4221.007744
14,"[7680,4320]","[32,16]",180000,4472.180608
14,"[7680,4320]","[32,16]",190000,4719.618048
14,"[7680,4320]","[32,16]",200000,4981.641536
14,"[7680,4320]","[32,16]",210000,5240.424448
14,"[7680,4320]","[32,16]",220000,5488.073984
14,"[7680,4320]","[32,16]",230000,5744.555776
14,"[7680,4320]","[32,16]",240000,5969.951136
14,"[7680,4320]","[32,16]",250000,6223.339392
14,"[7680,4320]","[32,16]",260000,6509.313312
14,"[7680,4320]","[32,16]",270000,6732.344288
14,"[7680,4320]","[32,16]",280000,7000.209312
14,"[7680,4320]","[32,16]",290000,7257.795456
14,"[7680,4320]","[32,16]",300000,7513.135296
14,"[7680,4320]","[32,16]",310000,7760.861184
14,"[7680,4320]","[32,16]",320000,8016.629952
14,"[7680,4320]","[32,16]",330000,8264.682656
14,"[7680,4320]","[32,16]",340000,8454.521472
14,"[7680,4320]","[32,16]",350000,8731.620576
14,"[7680,4320]","[32,16]",360000,8995.867840
14,"[7680,4320]","[32,16]",370000,9251.004256
14,"[7680,4320]","[32,16]",380000,9491.681216
14,"[7680,4320]","[32,16]",390000,9733.214528
14,"[7680,4320]","[32,16]",400000,10017.170016
14,"[7680,4320]","[32,16]",410000,10235.240864
14,"[7680,4320]","[32,16]",420000,10491.120256
14,"[7680,4320]","[32,16]",430000,10747.246880
14,"[7680,4320]","[32,16]",440000,11027.707680
14,"[7680,4320]","[32,16]",450000,11255.937568
14,"[7680,4320]","[32,16]",460000,11529.687936
14,"[7680,4320]","[32,16]",470000,11777.799264
14,"[7680,4320]","[32,16]",480000,12009.920256
14,"[7680,4320]","[32,16]",490000,12269.647840
14,"[7680,4320]","[32,16]",500000,12544.911264
14,"[7680,4320]","[32,16]",510000,12813.375936
14,"[7680,4320]","[32,16]",520000,13048.404160
14,"[7680,4320]","[32,16]",530000,13309.349120
14,"[7680,4320]","[32,16]",540000,13561.560000
14,"[7680,4320]","[32,16]",550000,13775.702016
14,"[7680,4320]","[32,16]",560000,14041.276192
14,"[7680,4320]","[32,16]",570000,14304.362848
14,"[7680,4320]","[32,16]",580000,14531.582464
14,"[7680,4320]","[32,16]",590000,14802.910496
14,"[7680,4320]","[32,16]",600000,15043.189152
14,"[7680,4320]","[32,16]",610000,15288.287040
14,"[7680,4320]","[32,16]",620000,15594.635808
14,"[7680,4320]","[32,16]",630000,15821.877024
14,"[7680,4320]","[32,16]",640000,16109.748032
14,"[7680,4320]","[32,16]",650000,16327.265376
14,"[7680,4320]","[32,16]",660000,16616.298272
14,"[7680,4320]","[32,16]",670000,16855.434048
14,"[7680,4320]","[32,16]",680000,17122.728608
14,"[7680,4320]","[32,16]",690000,17413.654752
14,"[7680,4320]","[32,16]",700000,17665.247584
14,"[7680,4320]","[32,16]",710000,17898.080480
14,"[7680,4320]","[32,16]",720000,18158.774464
14,"[7680,4320]","[32,16]",730000,18397.073856
14,"[7680,4320]","[32,16]",740000,18651.776864
14,"[7680,4320]","[32,16]",750000,18933.207968
14,"[7680,4320]","[32,16]",760000,19166.506432
14,"[7680,4320]","[32,16]",770000,19450.520512
14,"[7680,4320]","[32,16]",780000,19678.505984
14,"[7680,4320]","[32,16]",790000,19946.657792
14,"[7680,4320]","[32,16]",800000,20150.882304
14,"[7680,4320]","[32,16]",810000,20409.656736
14,"[7680,4320]","[32,16]",820000,20645.370464
14,"[7680,4320]","[32,16]",830000,20958.001056
14,"[7680,4320]","[32,16]",840000,21194.120960
14,"[7680,4320]","[32,16]",850000,21435.012992
14,"[7680,4320]","[32,16]",860000,21693.890496
14,"[7680,4320]","[32,16]",870000,21938.192736
14,"[7680,4320]","[32,16]",880000,22213.195840
14,"[7680,4320]","[32,16]",890000,22471.946240
14,"[7680,4320]","[32,16]",900000,22727.646240
14,"[7680,4320]","[32,16]",910000,22977.550176
14,"[7680,4320]","[32,16]",920000,23225.796864
14,"[7680,4320]","[32,16]",930000,23495.745024
14,"[7680,4320]","[32,16]",940000,23738.871808
14,"[7680,4320]","[32,16]",950000,23991.793664
14,"[7680,4320]","[32,16]",960000,24253.506688
14,"[7680,4320]","[32,16]",970000,24501.927744
14,"[7680,4320]","[32,16]",980000,24750.974976
14,"[7680,4320]","[32,16]",990000,24987.007328
14,"[7680,4320]","[32,16]",1000000,25275.072512
